,date,state,fips,cases,deaths
3836,5/11/2020,Montana,30,459,16
3837,5/11/2020,Nebraska,31,8575,99
3838,5/11/2020,Nevada,32,6152,312
3839,5/11/2020,New Hampshire,33,3160,133
3840,5/11/2020,New Jersey,34,139945,9310
3841,5/11/2020,New Mexico,35,5069,208
3842,5/11/2020,New York,36,342267,27003
3843,5/11/2020,North Carolina,37,15069,571
3844,5/11/2020,North Dakota,38,1518,36
3845,5/11/2020,Northern Mariana Islands,69,19,2
3846,5/11/2020,Ohio,39,24785,1357
3847,5/11/2020,Oklahoma,40,4613,274
3848,5/11/2020,Oregon,41,3286,130
3849,5/11/2020,Pennsylvania,42,60557,3846
3850,5/11/2020,Puerto Rico,72,2256,113
3851,5/11/2020,Rhode Island,44,11450,430
3852,5/11/2020,South Carolina,45,7792,346
3853,5/11/2020,South Dakota,46,3614,34
3854,5/11/2020,Tennessee,47,15423,248
3855,5/11/2020,Texas,48,40988,1137
3856,5/11/2020,Utah,49,6364,68
3857,5/11/2020,Vermont,50,926,53
3858,5/11/2020,Virgin Islands,78,69,6
3859,5/11/2020,Virginia,51,25070,850
3860,5/11/2020,Washington,53,18172,957
3861,5/11/2020,West Virginia,54,1370,57
3862,5/11/2020,Wisconsin,55,10418,409
3863,5/11/2020,Wyoming,56,669,7
3864,5/12/2020,Alabama,1,10464,435
3865,5/12/2020,Alaska,2,383,8
3866,5/12/2020,Arizona,4,11736,562
3867,5/12/2020,Arkansas,5,4164,95
3868,5/12/2020,California,6,71150,2902
3869,5/12/2020,Colorado,8,20103,1009
3870,5/12/2020,Connecticut,9,34333,3041
3871,5/12/2020,Delaware,10,6741,237
3872,5/12/2020,District of Columbia,11,6485,336
3873,5/12/2020,Florida,12,41915,1778
3874,5/12/2020,Georgia,13,33311,1470
3875,5/12/2020,Guam,66,1121,6
3876,5/12/2020,Hawaii,15,624,17
3877,5/12/2020,Idaho,16,2294,69
3878,5/12/2020,Illinois,17,83168,3617
3879,5/12/2020,Indiana,18,25676,1578
3880,5/12/2020,Iowa,19,12912,289
3881,5/12/2020,Kansas,20,7352,178
3882,5/12/2020,Kentucky,21,7003,333
3883,5/12/2020,Louisiana,22,32116,2347
3884,5/12/2020,Maine,23,1477,65
3885,5/12/2020,Maryland,24,34174,1756
3886,5/12/2020,Massachusetts,25,79332,5141
3887,5/12/2020,Michigan,26,47946,4674
3888,5/12/2020,Minnesota,27,12493,614
3889,5/12/2020,Mississippi,28,9908,457
3890,5/12/2020,Missouri,29,10124,528
3891,5/12/2020,Montana,30,461,16
3892,5/12/2020,Nebraska,31,8732,102
3893,5/12/2020,Nevada,32,6311,321
3894,5/12/2020,New Hampshire,33,3239,142
3895,5/12/2020,New Jersey,34,140743,9508
3896,5/12/2020,New Mexico,35,5212,219
3897,5/12/2020,New York,36,343705,27282
3898,5/12/2020,North Carolina,37,15402,597
3899,5/12/2020,North Dakota,38,1571,38
3900,5/12/2020,Northern Mariana Islands,69,19,2
3901,5/12/2020,Ohio,39,25257,1436
3902,5/12/2020,Oklahoma,40,4731,278
3903,5/12/2020,Oregon,41,3359,130
3904,5/12/2020,Pennsylvania,42,61407,3924
3905,5/12/2020,Puerto Rico,72,2299,114
3906,5/12/2020,Rhode Island,44,11614,444
3907,5/12/2020,South Carolina,45,7927,355
3908,5/12/2020,South Dakota,46,3663,39
3909,5/12/2020,Tennessee,47,15777,264
3910,5/12/2020,Texas,48,42348,1169
3911,5/12/2020,Utah,49,6454,73
3912,5/12/2020,Vermont,50,927,53
3913,5/12/2020,Virgin Islands,78,69,6
3914,5/12/2020,Virginia,51,25800,891
3915,5/12/2020,Washington,53,18382,972
3916,5/12/2020,West Virginia,54,1379,58
3917,5/12/2020,Wisconsin,55,10617,418
3918,5/12/2020,Wyoming,56,675,7
3919,5/13/2020,Alabama,1,10700,450
3920,5/13/2020,Alaska,2,383,8
3921,5/13/2020,Arizona,4,12176,594
3922,5/13/2020,Arkansas,5,4236,97
3923,5/13/2020,California,6,73218,3014
3924,5/13/2020,Colorado,8,20442,1062
3925,5/13/2020,Connecticut,9,34855,3125
3926,5/13/2020,Delaware,10,6952,247
3927,5/13/2020,District of Columbia,11,6584,350
3928,5/13/2020,Florida,12,42394,1826
3929,5/13/2020,Georgia,13,33866,1494
3930,5/13/2020,Guam,66,1121,6
3931,5/13/2020,Hawaii,15,627,17
3932,5/13/2020,Idaho,16,2325,69
3933,5/13/2020,Illinois,17,84874,3815
3934,5/13/2020,Indiana,18,26044,1619
3935,5/13/2020,Iowa,19,13289,306
3936,5/13/2020,Kansas,20,7552,179
3937,5/13/2020,Kentucky,21,7102,334
3938,5/13/2020,Louisiana,22,32728,2381
3939,5/13/2020,Maine,23,1515,66
3940,5/13/2020,Maryland,24,34927,1809
3941,5/13/2020,Massachusetts,25,80497,5315
3942,5/13/2020,Michigan,26,48307,4714
3943,5/13/2020,Minnesota,27,12916,638
3944,5/13/2020,Mississippi,28,10090,465
3945,5/13/2020,Missouri,29,10369,548
3946,5/13/2020,Montana,30,462,16
3947,5/13/2020,Nebraska,31,9072,106
3948,5/13/2020,Nevada,32,6482,331
3949,5/13/2020,New Hampshire,33,3299,150
3950,5/13/2020,New Jersey,34,141560,9702
3951,5/13/2020,New Mexico,35,5364,231
3952,5/13/2020,New York,36,345828,27448
3953,5/13/2020,North Carolina,37,15850,615
3954,5/13/2020,North Dakota,38,1647,40
3955,5/13/2020,Northern Mariana Islands,69,19,2
3956,5/13/2020,Ohio,39,25727,1483
3957,5/13/2020,Oklahoma,40,4852,278
3958,5/13/2020,Oregon,41,3416,134
3959,5/13/2020,Pennsylvania,42,62194,4104
3960,5/13/2020,Puerto Rico,72,2329,115
3961,5/13/2020,Rhode Island,44,11835,462
3962,5/13/2020,South Carolina,45,8030,362
3963,5/13/2020,South Dakota,46,3732,39
3964,5/13/2020,Tennessee,47,16261,271
3965,5/13/2020,Texas,48,43822,1205
3966,5/13/2020,Utah,49,6624,76
3967,5/13/2020,Vermont,50,929,53
3968,5/13/2020,Virgin Islands,78,69,6
3969,5/13/2020,Virginia,51,26746,927
3970,5/13/2020,Washington,53,18492,977
3971,5/13/2020,West Virginia,54,1405,59
3972,5/13/2020,Wisconsin,55,10903,421
3973,5/13/2020,Wyoming,56,688,7
3974,5/14/2020,Alabama,1,11101,473
3975,5/14/2020,Alaska,2,387,8
3976,5/14/2020,Arizona,4,12674,624
3977,5/14/2020,Arkansas,5,4366,98
3978,5/14/2020,California,6,74947,3039
3979,5/14/2020,Colorado,8,20813,1091
3980,5/14/2020,Connecticut,9,35464,3219
3981,5/14/2020,Delaware,10,7223,260
3982,5/14/2020,District of Columbia,11,6736,358
3983,5/14/2020,Florida,12,43202,1874
3984,5/14/2020,Georgia,13,34422,1521
3985,5/14/2020,Guam,66,1121,6
3986,5/14/2020,Hawaii,15,627,17
3987,5/14/2020,Idaho,16,2352,72
3988,5/14/2020,Illinois,17,88081,3945
3989,5/14/2020,Indiana,18,26627,1646
3990,5/14/2020,Iowa,19,13675,318
3991,5/14/2020,Kansas,20,7668,181
3992,5/14/2020,Kentucky,21,7397,341
3993,5/14/2020,Louisiana,22,33555,2417
3994,5/14/2020,Maine,23,1565,69
3995,5/14/2020,Maryland,24,36021,1866
3996,5/14/2020,Massachusetts,25,82182,5482
3997,5/14/2020,Michigan,26,49489,4787
3998,5/14/2020,Minnesota,27,13443,672
3999,5/14/2020,Mississippi,28,10483,480
4000,5/14/2020,Missouri,29,10490,564
4001,5/14/2020,Montana,30,462,16
4002,5/14/2020,Nebraska,31,9411,117
4003,5/14/2020,Nevada,32,6604,339
4004,5/14/2020,New Hampshire,33,3382,151
4005,5/14/2020,New Jersey,34,142704,9946
4006,5/14/2020,New Mexico,35,5503,242
4007,5/14/2020,New York,36,348192,27617
4008,5/14/2020,North Carolina,37,16593,632
4009,5/14/2020,North Dakota,38,1712,40
4010,5/14/2020,Northern Mariana Islands,69,19,2
4011,5/14/2020,Ohio,39,26363,1534
4012,5/14/2020,Oklahoma,40,4962,284
4013,5/14/2020,Oregon,41,3479,137
4014,5/14/2020,Pennsylvania,42,63158,4298
4015,5/14/2020,Puerto Rico,72,2427,117
4016,5/14/2020,Rhode Island,44,12016,468
4017,5/14/2020,South Carolina,45,8189,371
4018,5/14/2020,South Dakota,46,3792,43
4019,5/14/2020,Tennessee,47,16588,284
4020,5/14/2020,Texas,48,45169,1256
4021,5/14/2020,Utah,49,6760,76
4022,5/14/2020,Vermont,50,932,53
4023,5/14/2020,Virgin Islands,78,69,6
4024,5/14/2020,Virginia,51,27813,955
4025,5/14/2020,Washington,53,18861,991
4026,5/14/2020,West Virginia,54,1435,62
4027,5/14/2020,Wisconsin,55,11280,434
4028,5/14/2020,Wyoming,56,701,7
4029,5/15/2020,Alabama,1,11373,483
4030,5/15/2020,Alaska,2,388,8
4031,5/15/2020,Arizona,4,13169,651
4032,5/15/2020,Arkansas,5,4463,98
4033,5/15/2020,California,6,77015,3192
4034,5/15/2020,Colorado,8,21207,1150
4035,5/15/2020,Connecticut,9,36085,3285
4036,5/15/2020,Delaware,10,7373,271
4037,5/15/2020,District of Columbia,11,6871,368
4038,5/15/2020,Florida,12,44130,1916
4039,5/15/2020,Georgia,13,35242,1563
4040,5/15/2020,Guam,66,1123,6
4041,5/15/2020,Hawaii,15,628,17
4042,5/15/2020,Idaho,16,2389,73
4043,5/15/2020,Illinois,17,90528,4075
4044,5/15/2020,Indiana,18,27281,1691
4045,5/15/2020,Iowa,19,14049,336
4046,5/15/2020,Kansas,20,8006,187
4047,5/15/2020,Kentucky,21,7578,343
4048,5/15/2020,Louisiana,22,33903,2448
4049,5/15/2020,Maine,23,1603,69
4050,5/15/2020,Maryland,24,37105,1911
4051,5/15/2020,Massachusetts,25,83421,5592
4052,5/15/2020,Michigan,26,49982,4825
4053,5/15/2020,Minnesota,27,14240,692
4054,5/15/2020,Mississippi,28,10801,493
4055,5/15/2020,Missouri,29,10567,579
4056,5/15/2020,Montana,30,466,16
4057,5/15/2020,Nebraska,31,9766,122
4058,5/15/2020,Nevada,32,6733,345
4059,5/15/2020,New Hampshire,33,3464,159
4060,5/15/2020,New Jersey,34,143905,10138
4061,5/15/2020,New Mexico,35,5662,253
4062,5/15/2020,New York,36,350951,27755
4063,5/15/2020,North Carolina,37,17190,660
4064,5/15/2020,North Dakota,38,1761,42
4065,5/15/2020,Northern Mariana Islands,69,19,2
4066,5/15/2020,Ohio,39,26956,1581
4067,5/15/2020,Oklahoma,40,5086,285
4068,5/15/2020,Oregon,41,3541,137
4069,5/15/2020,Pennsylvania,42,64178,4432
4070,5/15/2020,Puerto Rico,72,2542,122
4071,5/15/2020,Rhode Island,44,12219,479
4072,5/15/2020,South Carolina,45,8407,380
4073,5/15/2020,South Dakota,46,3887,44
4074,5/15/2020,Tennessee,47,16917,288
4075,5/15/2020,Texas,48,46987,1300
4076,5/15/2020,Utah,49,6930,77
4077,5/15/2020,Vermont,50,933,53
4078,5/15/2020,Virgin Islands,78,69,6
4079,5/15/2020,Virginia,51,28672,977
4080,5/15/2020,Washington,53,19131,1008
4081,5/15/2020,West Virginia,54,1448,64
4082,5/15/2020,Wisconsin,55,11854,445
4083,5/15/2020,Wyoming,56,716,7
4084,5/16/2020,Alabama,1,11674,485
4085,5/16/2020,Alaska,2,392,8
4086,5/16/2020,Arizona,4,13631,679
4087,5/16/2020,Arkansas,5,4578,98
4088,5/16/2020,California,6,78933,3254
4089,5/16/2020,Colorado,8,21604,1192
4090,5/16/2020,Connecticut,9,36703,3339
4091,5/16/2020,Delaware,10,7547,286
4092,5/16/2020,District of Columbia,11,7042,375
4093,5/16/2020,Florida,12,44803,1963
4094,5/16/2020,Georgia,13,35655,1573
4095,5/16/2020,Guam,66,1123,6
4096,5/16/2020,Hawaii,15,629,17
4097,5/16/2020,Idaho,16,2419,73
4098,5/16/2020,Illinois,17,92669,4149
4099,5/16/2020,Indiana,18,27919,1741
4100,5/16/2020,Iowa,19,14328,346
4101,5/16/2020,Kansas,20,8059,189
4102,5/16/2020,Kentucky,21,7773,346
4103,5/16/2020,Louisiana,22,34183,2479
4104,5/16/2020,Maine,23,1648,70
4105,5/16/2020,Maryland,24,38083,1957
4106,5/16/2020,Massachusetts,25,84933,5705
4107,5/16/2020,Michigan,26,50416,4880
4108,5/16/2020,Minnesota,27,14969,709
4109,5/16/2020,Mississippi,28,11123,510
4110,5/16/2020,Missouri,29,10794,593
4111,5/16/2020,Montana,30,468,16
4112,5/16/2020,Nebraska,31,10220,129
4113,5/16/2020,Nevada,32,6810,349
4114,5/16/2020,New Hampshire,33,3556,171
4115,5/16/2020,New Jersey,34,145089,10249
4116,5/16/2020,New Mexico,35,5847,259
4117,5/16/2020,New York,36,353136,27953
4118,5/16/2020,North Carolina,37,18009,671
4119,5/16/2020,North Dakota,38,1848,42
4120,5/16/2020,Northern Mariana Islands,69,21,2
4121,5/16/2020,Ohio,39,27476,1610
4122,5/16/2020,Oklahoma,40,5237,288
4123,5/16/2020,Oregon,41,3612,137
4124,5/16/2020,Pennsylvania,42,65228,4490
4125,5/16/2020,Puerto Rico,72,2589,122
4126,5/16/2020,Rhode Island,44,12434,489
4127,5/16/2020,South Carolina,45,8661,380
4128,5/16/2020,South Dakota,46,3959,44
4129,5/16/2020,Tennessee,47,17204,292
4130,5/16/2020,Texas,48,47866,1330
4131,5/16/2020,Utah,49,7068,78
4132,5/16/2020,Vermont,50,934,53
4133,5/16/2020,Virgin Islands,78,69,6
4134,5/16/2020,Virginia,51,29683,1002
4135,5/16/2020,Washington,53,19336,1015
4136,5/16/2020,West Virginia,54,1470,65
4137,5/16/2020,Wisconsin,55,12368,453
4138,5/16/2020,Wyoming,56,741,7
4139,5/17/2020,Alabama,1,11771,488
4140,5/17/2020,Alaska,2,396,8
4141,5/17/2020,Arizona,4,13937,680
4142,5/17/2020,Arkansas,5,4759,98
4143,5/17/2020,California,6,80366,3290
4144,5/17/2020,Colorado,8,21909,1215
4145,5/17/2020,Connecticut,9,37419,3408
4146,5/17/2020,Delaware,10,7670,290
4147,5/17/2020,District of Columbia,11,7123,383
4148,5/17/2020,Florida,12,45580,1972
4149,5/17/2020,Georgia,13,35954,1584
4150,5/17/2020,Guam,66,1123,6
4151,5/17/2020,Hawaii,15,630,17
4152,5/17/2020,Idaho,16,2421,73
4153,5/17/2020,Illinois,17,94360,4198
4154,5/17/2020,Indiana,18,28419,1751
4155,5/17/2020,Iowa,19,14651,351
4156,5/17/2020,Kansas,20,8066,189
4157,5/17/2020,Kentucky,21,7793,346
4158,5/17/2020,Louisiana,22,34498,2491
4159,5/17/2020,Maine,23,1687,70
4160,5/17/2020,Maryland,24,38920,1992
4161,5/17/2020,Massachusetts,25,86010,5797
4162,5/17/2020,Michigan,26,51054,4891
4163,5/17/2020,Minnesota,27,15677,731
4164,5/17/2020,Mississippi,28,11296,521
4165,5/17/2020,Missouri,29,11069,601
4166,5/17/2020,Montana,30,468,16
4167,5/17/2020,Nebraska,31,10348,129
4168,5/17/2020,Nevada,32,6935,350
4169,5/17/2020,New Hampshire,33,3596,172
4170,5/17/2020,New Jersey,34,146334,10356
4171,5/17/2020,New Mexico,35,5938,265
4172,5/17/2020,New York,36,355037,28168
4173,5/17/2020,North Carolina,37,18537,679
4174,5/17/2020,North Dakota,38,1900,43
4175,5/17/2020,Northern Mariana Islands,69,21,2
4176,5/17/2020,Ohio,39,27925,1625
4177,5/17/2020,Oklahoma,40,5310,288
4178,5/17/2020,Oregon,41,3623,137
4179,5/17/2020,Pennsylvania,42,65745,4504
4180,5/17/2020,Puerto Rico,72,2646,123
4181,5/17/2020,Rhode Island,44,12674,499
4182,5/17/2020,South Carolina,45,8816,385
4183,5/17/2020,South Dakota,46,3987,44
4184,5/17/2020,Tennessee,47,17391,293
4185,5/17/2020,Texas,48,48828,1356
4186,5/17/2020,Utah,49,7238,80
4187,5/17/2020,Vermont,50,940,54
4188,5/17/2020,Virgin Islands,78,69,6
4189,5/17/2020,Virginia,51,30388,1009
4190,5/17/2020,Washington,53,19514,1016
4191,5/17/2020,West Virginia,54,1492,67
4192,5/17/2020,Wisconsin,55,12571,453
4193,5/17/2020,Wyoming,56,754,8
4194,5/18/2020,Alabama,1,12086,489
4195,5/18/2020,Alaska,2,399,8
4196,5/18/2020,Arizona,4,14170,686
4197,5/18/2020,Arkansas,5,4813,100
4198,5/18/2020,California,6,81943,3322
4199,5/18/2020,Colorado,8,22174,1224
4200,5/18/2020,Connecticut,9,38116,3449
4201,5/18/2020,Delaware,10,7869,297
4202,5/18/2020,District of Columbia,11,7270,392
4203,5/18/2020,Florida,12,46434,1996
4204,5/18/2020,Georgia,13,36634,1624
4205,5/18/2020,Guam,66,1123,6
4206,5/18/2020,Hawaii,15,630,17
4207,5/18/2020,Idaho,16,2455,74
4208,5/18/2020,Illinois,17,96778,4257
4209,5/18/2020,Indiana,18,28897,1765
4210,5/18/2020,Iowa,19,14955,355
4211,5/18/2020,Kansas,20,8439,190
4212,5/18/2020,Kentucky,21,8041,354
4213,5/18/2020,Louisiana,22,34832,2563
4214,5/18/2020,Maine,23,1713,71
4215,5/18/2020,Maryland,24,39882,2023
4216,5/18/2020,Massachusetts,25,87052,5862
4217,5/18/2020,Michigan,26,51853,4915
4218,5/18/2020,Minnesota,27,16372,740
4219,5/18/2020,Mississippi,28,11432,528
4220,5/18/2020,Missouri,29,11225,609
4221,5/18/2020,Montana,30,470,16
4222,5/18/2020,Nebraska,31,10625,132
4223,5/18/2020,Nevada,32,7059,364
4224,5/18/2020,New Hampshire,33,3652,172
4225,5/18/2020,New Jersey,34,148039,10435
4226,5/18/2020,New Mexico,35,6096,270
4227,5/18/2020,New York,36,356278,28302
4228,5/18/2020,North Carolina,37,19121,684
4229,5/18/2020,North Dakota,38,1931,44
4230,5/18/2020,Northern Mariana Islands,69,21,2
4231,5/18/2020,Ohio,39,28455,1657
4232,5/18/2020,Oklahoma,40,5398,288
4233,5/18/2020,Oregon,41,3687,138
4234,5/18/2020,Pennsylvania,42,66676,4560
4235,5/18/2020,Puerto Rico,72,2710,124
4236,5/18/2020,Rhode Island,44,12795,506
4237,5/18/2020,South Carolina,45,8942,391
4238,5/18/2020,South Dakota,46,4027,44
4239,5/18/2020,Tennessee,47,17767,296
4240,5/18/2020,Texas,48,49788,1362
4241,5/18/2020,Utah,49,7384,80
4242,5/18/2020,Vermont,50,940,54
4243,5/18/2020,Virgin Islands,78,69,6
4244,5/18/2020,Virginia,51,31140,1014
4245,5/18/2020,Washington,53,19756,1020
4246,5/18/2020,West Virginia,54,1502,68
4247,5/18/2020,Wisconsin,55,12722,459
4248,5/18/2020,Wyoming,56,766,10
4249,5/19/2020,Alabama,1,12376,504
4250,5/19/2020,Alaska,2,399,8
4251,5/19/2020,Arizona,4,14566,704
4252,5/19/2020,Arkansas,5,4923,102
4253,5/19/2020,California,6,83981,3422
4254,5/19/2020,Colorado,8,22454,1257
4255,5/19/2020,Connecticut,9,38430,3472
4256,5/19/2020,Delaware,10,8037,304
4257,5/19/2020,District of Columbia,11,7434,400
4258,5/19/2020,Florida,12,46936,2051
4259,5/19/2020,Georgia,13,37214,1650
4260,5/19/2020,Guam,66,1123,6
4261,5/19/2020,Hawaii,15,631,17
4262,5/19/2020,Idaho,16,2476,77
4263,5/19/2020,Illinois,17,98298,4399
4264,5/19/2020,Indiana,18,29402,1824
4265,5/19/2020,Iowa,19,15296,367
4266,5/19/2020,Kansas,20,8488,193
4267,5/19/2020,Kentucky,21,8205,369
4268,5/19/2020,Louisiana,22,35161,2581
4269,5/19/2020,Maine,23,1741,73
4270,5/19/2020,Maryland,24,41664,2081
4271,5/19/2020,Massachusetts,25,87925,5938
4272,5/19/2020,Michigan,26,52337,5017
4273,5/19/2020,Minnesota,27,17038,757
4274,5/19/2020,Mississippi,28,11704,554
4275,5/19/2020,Missouri,29,11369,631
4276,5/19/2020,Montana,30,471,16
4277,5/19/2020,Nebraska,31,10846,136
4278,5/19/2020,Nevada,32,7169,373
4279,5/19/2020,New Hampshire,33,3721,182
4280,5/19/2020,New Jersey,34,149013,10586
4281,5/19/2020,New Mexico,35,6192,276
4282,5/19/2020,New York,36,357757,28437
4283,5/19/2020,North Carolina,37,19762,711
4284,5/19/2020,North Dakota,38,1994,45
4285,5/19/2020,Northern Mariana Islands,69,21,2
4286,5/19/2020,Ohio,39,28953,1720
4287,5/19/2020,Oklahoma,40,5489,294
4288,5/19/2020,Oregon,41,3726,140
4289,5/19/2020,Pennsylvania,42,67404,4675
4290,5/19/2020,Puerto Rico,72,2805,124
4291,5/19/2020,Rhode Island,44,12951,532
4292,5/19/2020,South Carolina,45,9056,399
4293,5/19/2020,South Dakota,46,4085,46
4294,5/19/2020,Tennessee,47,18301,301
4295,5/19/2020,Texas,48,51080,1405
4296,5/19/2020,Utah,49,7530,88
4297,5/19/2020,Vermont,50,944,54
4298,5/19/2020,Virgin Islands,78,69,6
4299,5/19/2020,Virginia,51,32145,1041
4300,5/19/2020,Washington,53,19988,1042
4301,5/19/2020,West Virginia,54,1514,68
4302,5/19/2020,Wisconsin,55,13001,467
4303,5/19/2020,Wyoming,56,776,10
4304,5/20/2020,Alabama,1,13052,522
4305,5/20/2020,Alaska,2,402,8
4306,5/20/2020,Arizona,4,14897,747
4307,5/20/2020,Arkansas,5,5003,107
4308,5/20/2020,California,6,86125,3514
4309,5/20/2020,Colorado,8,22769,1299
4310,5/20/2020,Connecticut,9,39017,3529
4311,5/20/2020,Delaware,10,8194,310
4312,5/20/2020,District of Columbia,11,7551,407
4313,5/20/2020,Florida,12,47463,2095
4314,5/20/2020,Georgia,13,38162,1672
4315,5/20/2020,Guam,66,1134,6
4316,5/20/2020,Hawaii,15,633,17
4317,5/20/2020,Idaho,16,2506,77
4318,5/20/2020,Illinois,17,100713,4547
4319,5/20/2020,Indiana,18,29986,1864
4320,5/20/2020,Iowa,19,15868,400
4321,5/20/2020,Kansas,20,8661,197
4322,5/20/2020,Kentucky,21,8336,381
4323,5/20/2020,Louisiana,22,35439,2608
4324,5/20/2020,Maine,23,1819,73
4325,5/20/2020,Maryland,24,42442,2123
4326,5/20/2020,Massachusetts,25,88970,6066
4327,5/20/2020,Michigan,26,52988,5060
4328,5/20/2020,Minnesota,27,17679,786
4329,5/20/2020,Mississippi,28,11967,570
4330,5/20/2020,Missouri,29,11510,643
4331,5/20/2020,Montana,30,478,16
4332,5/20/2020,Nebraska,31,11119,141
4333,5/20/2020,Nevada,32,7301,378
4334,5/20/2020,New Hampshire,33,3868,190
4335,5/20/2020,New Jersey,34,150399,10747
4336,5/20/2020,New Mexico,35,6338,283
4337,5/20/2020,New York,36,359235,28540
4338,5/20/2020,North Carolina,37,20221,721
4339,5/20/2020,North Dakota,38,2095,49
4340,5/20/2020,Northern Mariana Islands,69,21,2
4341,5/20/2020,Ohio,39,29437,1781
4342,5/20/2020,Oklahoma,40,5532,299
4343,5/20/2020,Oregon,41,3801,144
4344,5/20/2020,Pennsylvania,42,68151,4794
4345,5/20/2020,Puerto Rico,72,2866,125
4346,5/20/2020,Rhode Island,44,13356,538
4347,5/20/2020,South Carolina,45,9175,407
4348,5/20/2020,South Dakota,46,4177,46
4349,5/20/2020,Tennessee,47,18534,309
4350,5/20/2020,Texas,48,52369,1443
4351,5/20/2020,Utah,49,7717,90
4352,5/20/2020,Vermont,50,944,54
4353,5/20/2020,Virgin Islands,78,69,6
4354,5/20/2020,Virginia,51,32908,1074
4355,5/20/2020,Washington,53,20110,1045
4356,5/20/2020,West Virginia,54,1567,69
4357,5/20/2020,Wisconsin,55,13574,481
4358,5/20/2020,Wyoming,56,787,11
4359,5/21/2020,Alabama,1,13414,529
4360,5/21/2020,Alaska,2,402,8
4361,5/21/2020,Arizona,4,15315,763
4362,5/21/2020,Arkansas,5,5458,110
4363,5/21/2020,California,6,88488,3624
4364,5/21/2020,Colorado,8,23161,1310
4365,5/21/2020,Connecticut,9,39208,3582
4366,5/21/2020,Delaware,10,8386,317
4367,5/21/2020,District of Columbia,11,7788,412
4368,5/21/2020,Florida,12,48667,2143
4369,5/21/2020,Georgia,13,38969,1749
4370,5/21/2020,Guam,66,1134,6
4371,5/21/2020,Hawaii,15,637,17
4372,5/21/2020,Idaho,16,2534,77
4373,5/21/2020,Illinois,17,102995,4634
4374,5/21/2020,Indiana,18,30673,1913
4375,5/21/2020,Iowa,19,16170,414
4376,5/21/2020,Kansas,20,8771,199
4377,5/21/2020,Kentucky,21,8475,393
4378,5/21/2020,Louisiana,22,36627,2629
4379,5/21/2020,Maine,23,1877,73
4380,5/21/2020,Maryland,24,43645,2159
4381,5/21/2020,Massachusetts,25,90084,6148
4382,5/21/2020,Michigan,26,53468,5129
4383,5/21/2020,Minnesota,27,18209,818
4384,5/21/2020,Mississippi,28,12222,580
4385,5/21/2020,Missouri,29,11657,670
4386,5/21/2020,Montana,30,479,16
4387,5/21/2020,Nebraska,31,11423,148
4388,5/21/2020,Nevada,32,7404,381
4389,5/21/2020,New Hampshire,33,3935,199
4390,5/21/2020,New Jersey,34,151472,10843
4391,5/21/2020,New Mexico,35,6472,294
4392,5/21/2020,New York,36,361313,28663
4393,5/21/2020,North Carolina,37,20934,734
4394,5/21/2020,North Dakota,38,2229,51
4395,5/21/2020,Northern Mariana Islands,69,22,2
4396,5/21/2020,Ohio,39,30168,1836
4397,5/21/2020,Oklahoma,40,5680,304
4398,5/21/2020,Oregon,41,3817,145
4399,5/21/2020,Pennsylvania,42,69252,4887
4400,5/21/2020,Puerto Rico,72,2913,126
4401,5/21/2020,Rhode Island,44,13571,556
4402,5/21/2020,South Carolina,45,9379,416
4403,5/21/2020,South Dakota,46,4177,47
4404,5/21/2020,Tennessee,47,18970,313
4405,5/21/2020,Texas,48,53441,1480
4406,5/21/2020,Utah,49,7876,92
4407,5/21/2020,Vermont,50,950,54
4408,5/21/2020,Virgin Islands,78,69,6
4409,5/21/2020,Virginia,51,34137,1099
4410,5/21/2020,Washington,53,20280,1054
4411,5/21/2020,West Virginia,54,1603,71
4412,5/21/2020,Wisconsin,55,13967,487
4413,5/21/2020,Wyoming,56,801,12
4414,5/22/2020,Alabama,1,13670,541
4415,5/22/2020,Alaska,2,404,8
4416,5/22/2020,Arizona,4,15608,775
4417,5/22/2020,Arkansas,5,5612,113
4418,5/22/2020,California,6,90801,3690
4419,5/22/2020,Colorado,8,23456,1324
4420,5/22/2020,Connecticut,9,39640,3637
4421,5/22/2020,Delaware,10,8529,322
4422,5/22/2020,District of Columbia,11,7893,418
4423,5/22/2020,Florida,12,49443,2189
4424,5/22/2020,Georgia,13,39734,1779
4425,5/22/2020,Guam,66,1134,6
4426,5/22/2020,Hawaii,15,632,17
4427,5/22/2020,Idaho,16,2595,79
4428,5/22/2020,Illinois,17,105710,4740
4429,5/22/2020,Indiana,18,31165,1941
4430,5/22/2020,Iowa,19,16510,441
4431,5/22/2020,Kansas,20,9068,200
4432,5/22/2020,Kentucky,21,8688,398
4433,5/22/2020,Louisiana,22,37048,2669
4434,5/22/2020,Maine,23,1948,75
4435,5/22/2020,Maryland,24,44539,2207
4436,5/22/2020,Massachusetts,25,90889,6228
4437,5/22/2020,Michigan,26,53865,5158
4438,5/22/2020,Minnesota,27,19014,851
4439,5/22/2020,Mississippi,28,12624,596
4440,5/22/2020,Missouri,29,11797,680
4441,5/22/2020,Montana,30,479,16
4442,5/22/2020,Nebraska,31,11661,149
4443,5/22/2020,Nevada,32,7531,387
4444,5/22/2020,New Hampshire,33,4014,204
4445,5/22/2020,New Jersey,34,152719,10985
4446,5/22/2020,New Mexico,35,6625,302
4447,5/22/2020,New York,36,362991,28802
4448,5/22/2020,North Carolina,37,21661,754
4449,5/22/2020,North Dakota,38,2317,52
