,date,state,fips,cases,deaths
2301,4/13/2020,New Mexico,35,1345,31
2302,4/13/2020,New York,36,197973,12998
2303,4/13/2020,North Carolina,37,4788,91
2304,4/13/2020,North Dakota,38,331,9
2305,4/13/2020,Northern Mariana Islands,69,11,2
2306,4/13/2020,Ohio,39,6975,274
2307,4/13/2020,Oklahoma,40,2069,98
2308,4/13/2020,Oregon,41,1584,53
2309,4/13/2020,Pennsylvania,42,24295,563
2310,4/13/2020,Puerto Rico,72,903,45
2311,4/13/2020,Rhode Island,44,2976,73
2312,4/13/2020,South Carolina,45,3439,87
2313,4/13/2020,South Dakota,46,867,6
2314,4/13/2020,Tennessee,47,5483,114
2315,4/13/2020,Texas,48,14487,320
2316,4/13/2020,Utah,49,2368,18
2317,4/13/2020,Vermont,50,748,27
2318,4/13/2020,Virgin Islands,78,51,1
2319,4/13/2020,Virginia,51,5746,149
2320,4/13/2020,Washington,53,10547,525
2321,4/13/2020,West Virginia,54,638,9
2322,4/13/2020,Wisconsin,55,3428,155
2323,4/13/2020,Wyoming,56,373,1
2324,4/14/2020,Alabama,1,3953,114
2325,4/14/2020,Alaska,2,283,7
2326,4/14/2020,Arizona,4,3806,131
2327,4/14/2020,Arkansas,5,1498,32
2328,4/14/2020,California,6,25758,778
2329,4/14/2020,Colorado,8,7941,329
2330,4/14/2020,Connecticut,9,13989,671
2331,4/14/2020,Delaware,10,1926,43
2332,4/14/2020,District of Columbia,11,2058,67
2333,4/14/2020,Florida,12,21620,570
2334,4/14/2020,Georgia,13,13913,517
2335,4/14/2020,Guam,66,721,6
2336,4/14/2020,Hawaii,15,511,9
2337,4/14/2020,Idaho,16,1538,39
2338,4/14/2020,Illinois,17,23247,878
2339,4/14/2020,Indiana,18,8598,458
2340,4/14/2020,Iowa,19,1899,44
2341,4/14/2020,Kansas,20,1440,69
2342,4/14/2020,Kentucky,21,2210,115
2343,4/14/2020,Louisiana,22,21518,1013
2344,4/14/2020,Maine,23,734,20
2345,4/14/2020,Maryland,24,9472,302
2346,4/14/2020,Massachusetts,25,28163,957
2347,4/14/2020,Michigan,26,26845,1767
2348,4/14/2020,Minnesota,27,1695,79
2349,4/14/2020,Mississippi,28,3087,111
2350,4/14/2020,Missouri,29,4686,151
2351,4/14/2020,Montana,30,399,7
2352,4/14/2020,Nebraska,31,930,21
2353,4/14/2020,Nevada,32,3137,130
2354,4/14/2020,New Hampshire,33,1091,27
2355,4/14/2020,New Jersey,34,68824,2805
2356,4/14/2020,New Mexico,35,1407,36
2357,4/14/2020,New York,36,205375,14001
2358,4/14/2020,North Carolina,37,4992,116
2359,4/14/2020,North Dakota,38,341,9
2360,4/14/2020,Northern Mariana Islands,69,13,2
2361,4/14/2020,Ohio,39,7280,324
2362,4/14/2020,Oklahoma,40,2184,109
2363,4/14/2020,Oregon,41,1633,55
2364,4/14/2020,Pennsylvania,42,25591,746
2365,4/14/2020,Puerto Rico,72,923,45
2366,4/14/2020,Rhode Island,44,3251,80
2367,4/14/2020,South Carolina,45,3553,97
2368,4/14/2020,South Dakota,46,987,6
2369,4/14/2020,Tennessee,47,5654,123
2370,4/14/2020,Texas,48,15303,365
2371,4/14/2020,Utah,49,2420,19
2372,4/14/2020,Vermont,50,752,28
2373,4/14/2020,Virgin Islands,78,51,1
2374,4/14/2020,Virginia,51,6173,154
2375,4/14/2020,Washington,53,10711,552
2376,4/14/2020,West Virginia,54,697,10
2377,4/14/2020,Wisconsin,55,3555,172
2378,4/14/2020,Wyoming,56,373,1
2379,4/15/2020,Alabama,1,4241,123
2380,4/15/2020,Alaska,2,291,7
2381,4/15/2020,Arizona,4,3962,142
2382,4/15/2020,Arkansas,5,1599,34
2383,4/15/2020,California,6,27107,885
2384,4/15/2020,Colorado,8,8280,355
2385,4/15/2020,Connecticut,9,14755,868
2386,4/15/2020,Delaware,10,2014,46
2387,4/15/2020,District of Columbia,11,2197,72
2388,4/15/2020,Florida,12,22526,613
2389,4/15/2020,Georgia,13,14583,569
2390,4/15/2020,Guam,66,750,6
2391,4/15/2020,Hawaii,15,524,9
2392,4/15/2020,Idaho,16,1587,41
2393,4/15/2020,Illinois,17,24593,958
2394,4/15/2020,Indiana,18,9030,511
2395,4/15/2020,Iowa,19,1995,53
2396,4/15/2020,Kansas,20,1503,76
2397,4/15/2020,Kentucky,21,2295,124
2398,4/15/2020,Louisiana,22,21951,1103
2399,4/15/2020,Maine,23,770,24
2400,4/15/2020,Maryland,24,10096,413
2401,4/15/2020,Massachusetts,25,29918,1108
2402,4/15/2020,Michigan,26,27894,1920
2403,4/15/2020,Minnesota,27,1809,87
2404,4/15/2020,Mississippi,28,3360,122
2405,4/15/2020,Missouri,29,4895,164
2406,4/15/2020,Montana,30,404,7
2407,4/15/2020,Nebraska,31,994,22
2408,4/15/2020,Nevada,32,3212,137
2409,4/15/2020,New Hampshire,33,1139,32
2410,4/15/2020,New Jersey,34,71030,3156
2411,4/15/2020,New Mexico,35,1484,36
2412,4/15/2020,New York,36,217130,14937
2413,4/15/2020,North Carolina,37,5123,128
2414,4/15/2020,North Dakota,38,365,9
2415,4/15/2020,Northern Mariana Islands,69,13,2
2416,4/15/2020,Ohio,39,7791,361
2417,4/15/2020,Oklahoma,40,2263,123
2418,4/15/2020,Oregon,41,1663,58
2419,4/15/2020,Pennsylvania,42,26804,833
2420,4/15/2020,Puerto Rico,72,974,51
2421,4/15/2020,Rhode Island,44,3529,87
2422,4/15/2020,South Carolina,45,3656,107
2423,4/15/2020,South Dakota,46,1168,6
2424,4/15/2020,Tennessee,47,5864,135
2425,4/15/2020,Texas,48,16106,395
2426,4/15/2020,Utah,49,2549,20
2427,4/15/2020,Vermont,50,759,29
2428,4/15/2020,Virgin Islands,78,51,1
2429,4/15/2020,Virginia,51,6502,195
2430,4/15/2020,Washington,53,10806,572
2431,4/15/2020,West Virginia,54,725,12
2432,4/15/2020,Wisconsin,55,3721,184
2433,4/15/2020,Wyoming,56,392,2
2434,4/16/2020,Alabama,1,4404,137
2435,4/16/2020,Alaska,2,298,7
2436,4/16/2020,Arizona,4,4234,152
2437,4/16/2020,Arkansas,5,1620,37
2438,4/16/2020,California,6,28142,971
2439,4/16/2020,Colorado,8,8675,374
2440,4/16/2020,Connecticut,9,15884,971
2441,4/16/2020,Delaware,10,2075,52
2442,4/16/2020,District of Columbia,11,2350,81
2443,4/16/2020,Florida,12,23332,667
2444,4/16/2020,Georgia,13,15644,611
2445,4/16/2020,Guam,66,790,6
2446,4/16/2020,Hawaii,15,535,9
2447,4/16/2020,Idaho,16,1609,41
2448,4/16/2020,Illinois,17,25734,1081
2449,4/16/2020,Indiana,18,9619,554
2450,4/16/2020,Iowa,19,2141,60
2451,4/16/2020,Kansas,20,1595,80
2452,4/16/2020,Kentucky,21,2429,131
2453,4/16/2020,Louisiana,22,22532,1156
2454,4/16/2020,Maine,23,796,27
2455,4/16/2020,Maryland,24,10851,459
2456,4/16/2020,Massachusetts,25,32181,1245
2457,4/16/2020,Michigan,26,29120,2092
2458,4/16/2020,Minnesota,27,1912,94
2459,4/16/2020,Mississippi,28,3624,129
2460,4/16/2020,Missouri,29,5111,170
2461,4/16/2020,Montana,30,415,7
2462,4/16/2020,Nebraska,31,1094,24
2463,4/16/2020,Nevada,32,3321,142
2464,4/16/2020,New Hampshire,33,1211,34
2465,4/16/2020,New Jersey,34,75317,3518
2466,4/16/2020,New Mexico,35,1597,44
2467,4/16/2020,New York,36,225761,15669
2468,4/16/2020,North Carolina,37,5463,140
2469,4/16/2020,North Dakota,38,393,9
2470,4/16/2020,Northern Mariana Islands,69,13,2
2471,4/16/2020,Ohio,39,8414,389
2472,4/16/2020,Oklahoma,40,2357,131
2473,4/16/2020,Oregon,41,1736,64
2474,4/16/2020,Pennsylvania,42,28314,940
2475,4/16/2020,Puerto Rico,72,1043,56
2476,4/16/2020,Rhode Island,44,3838,105
2477,4/16/2020,South Carolina,45,3931,109
2478,4/16/2020,South Dakota,46,1311,7
2479,4/16/2020,Tennessee,47,6077,142
2480,4/16/2020,Texas,48,16928,428
2481,4/16/2020,Utah,49,2687,21
2482,4/16/2020,Vermont,50,768,34
2483,4/16/2020,Virgin Islands,78,51,2
2484,4/16/2020,Virginia,51,6891,208
2485,4/16/2020,Washington,53,11180,588
2486,4/16/2020,West Virginia,54,739,13
2487,4/16/2020,Wisconsin,55,3875,197
2488,4/16/2020,Wyoming,56,393,2
2489,4/17/2020,Alabama,1,4572,151
2490,4/17/2020,Alaska,2,307,7
2491,4/17/2020,Arizona,4,4507,174
2492,4/17/2020,Arkansas,5,1695,37
2493,4/17/2020,California,6,29398,1050
2494,4/17/2020,Colorado,8,9047,389
2495,4/17/2020,Connecticut,9,16809,1036
2496,4/17/2020,Delaware,10,2323,61
2497,4/17/2020,District of Columbia,11,2476,86
2498,4/17/2020,Florida,12,24745,725
2499,4/17/2020,Georgia,13,16658,661
2500,4/17/2020,Guam,66,796,6
2501,4/17/2020,Hawaii,15,547,9
2502,4/17/2020,Idaho,16,1655,43
2503,4/17/2020,Illinois,17,27575,1142
2504,4/17/2020,Indiana,18,10235,599
2505,4/17/2020,Iowa,19,2332,64
2506,4/17/2020,Kansas,20,1732,84
2507,4/17/2020,Kentucky,21,2522,140
2508,4/17/2020,Louisiana,22,23118,1213
2509,4/17/2020,Maine,23,827,29
2510,4/17/2020,Maryland,24,11641,494
2511,4/17/2020,Massachusetts,25,34402,1404
2512,4/17/2020,Michigan,26,29954,2227
2513,4/17/2020,Minnesota,27,2071,111
2514,4/17/2020,Mississippi,28,3793,140
2515,4/17/2020,Missouri,29,5283,184
2516,4/17/2020,Montana,30,422,8
2517,4/17/2020,Nebraska,31,1216,24
2518,4/17/2020,Nevada,32,3524,151
2519,4/17/2020,New Hampshire,33,1287,37
2520,4/17/2020,New Jersey,34,78467,3840
2521,4/17/2020,New Mexico,35,1711,51
2522,4/17/2020,New York,36,233293,16473
2523,4/17/2020,North Carolina,37,5859,159
2524,4/17/2020,North Dakota,38,439,9
2525,4/17/2020,Northern Mariana Islands,69,14,2
2526,4/17/2020,Ohio,39,9107,418
2527,4/17/2020,Oklahoma,40,2465,136
2528,4/17/2020,Oregon,41,1785,70
2529,4/17/2020,Pennsylvania,42,30121,1027
2530,4/17/2020,Puerto Rico,72,1068,58
2531,4/17/2020,Rhode Island,44,4177,118
2532,4/17/2020,South Carolina,45,4086,116
2533,4/17/2020,South Dakota,46,1411,7
2534,4/17/2020,Tennessee,47,6423,146
2535,4/17/2020,Texas,48,18131,461
2536,4/17/2020,Utah,49,2813,23
2537,4/17/2020,Vermont,50,779,34
2538,4/17/2020,Virgin Islands,78,53,3
2539,4/17/2020,Virginia,51,7492,238
2540,4/17/2020,Washington,53,11479,610
2541,4/17/2020,West Virginia,54,776,16
2542,4/17/2020,Wisconsin,55,4045,205
2543,4/17/2020,Wyoming,56,401,2
2544,4/18/2020,Alabama,1,4723,147
2545,4/18/2020,Alaska,2,312,7
2546,4/18/2020,Arizona,4,4719,181
2547,4/18/2020,Arkansas,5,1777,38
2548,4/18/2020,California,6,30829,1146
2549,4/18/2020,Colorado,8,9433,409
2550,4/18/2020,Connecticut,9,17550,1086
2551,4/18/2020,Delaware,10,2538,67
2552,4/18/2020,District of Columbia,11,2666,91
2553,4/18/2020,Florida,12,25484,747
2554,4/18/2020,Georgia,13,17014,670
2555,4/18/2020,Guam,66,805,6
2556,4/18/2020,Hawaii,15,568,9
2557,4/18/2020,Idaho,16,1668,44
2558,4/18/2020,Illinois,17,29160,1272
2559,4/18/2020,Indiana,18,10730,633
2560,4/18/2020,Iowa,19,2513,74
2561,4/18/2020,Kansas,20,1820,86
2562,4/18/2020,Kentucky,21,2707,145
2563,4/18/2020,Louisiana,22,23580,1267
2564,4/18/2020,Maine,23,847,32
2565,4/18/2020,Maryland,24,12379,534
2566,4/18/2020,Massachusetts,25,36372,1560
2567,4/18/2020,Michigan,26,30718,2307
2568,4/18/2020,Minnesota,27,2213,121
2569,4/18/2020,Mississippi,28,3974,152
2570,4/18/2020,Missouri,29,5517,194
2571,4/18/2020,Montana,30,426,10
2572,4/18/2020,Nebraska,31,1348,28
2573,4/18/2020,Nevada,32,3626,155
2574,4/18/2020,New Hampshire,33,1342,38
2575,4/18/2020,New Jersey,34,81420,4070
2576,4/18/2020,New Mexico,35,1798,53
2577,4/18/2020,New York,36,240542,17141
2578,4/18/2020,North Carolina,37,6140,175
2579,4/18/2020,North Dakota,38,528,9
2580,4/18/2020,Northern Mariana Islands,69,14,2
2581,4/18/2020,Ohio,39,10222,451
2582,4/18/2020,Oklahoma,40,2570,139
2583,4/18/2020,Oregon,41,1844,72
2584,4/18/2020,Pennsylvania,42,31742,1150
2585,4/18/2020,Puerto Rico,72,1118,60
2586,4/18/2020,Rhode Island,44,4491,137
2587,4/18/2020,South Carolina,45,4246,119
2588,4/18/2020,South Dakota,46,1541,7
2589,4/18/2020,Tennessee,47,6624,148
2590,4/18/2020,Texas,48,18927,487
2591,4/18/2020,Utah,49,2942,25
2592,4/18/2020,Vermont,50,803,36
2593,4/18/2020,Virgin Islands,78,53,3
2594,4/18/2020,Virginia,51,8053,258
2595,4/18/2020,Washington,53,11850,629
2596,4/18/2020,West Virginia,54,825,18
2597,4/18/2020,Wisconsin,55,4199,212
2598,4/18/2020,Wyoming,56,412,2
2599,4/19/2020,Alabama,1,4903,160
2600,4/19/2020,Alaska,2,317,7
2601,4/19/2020,Arizona,4,4929,188
2602,4/19/2020,Arkansas,5,1781,39
2603,4/19/2020,California,6,31544,1176
2604,4/19/2020,Colorado,8,9730,421
2605,4/19/2020,Connecticut,9,17962,1127
2606,4/19/2020,Delaware,10,2538,67
2607,4/19/2020,District of Columbia,11,2793,96
2608,4/19/2020,Florida,12,26306,773
2609,4/19/2020,Georgia,13,17619,682
2610,4/19/2020,Guam,66,808,6
2611,4/19/2020,Hawaii,15,574,10
2612,4/19/2020,Idaho,16,1672,45
2613,4/19/2020,Illinois,17,30357,1302
2614,4/19/2020,Indiana,18,11301,652
2615,4/19/2020,Iowa,19,2915,75
2616,4/19/2020,Kansas,20,1897,94
2617,4/19/2020,Kentucky,21,2960,149
2618,4/19/2020,Louisiana,22,23928,1296
2619,4/19/2020,Maine,23,867,34
2620,4/19/2020,Maryland,24,12892,548
2621,4/19/2020,Massachusetts,25,38077,1706
2622,4/19/2020,Michigan,26,31349,2389
2623,4/19/2020,Minnesota,27,2356,134
2624,4/19/2020,Mississippi,28,4274,159
2625,4/19/2020,Missouri,29,5667,196
2626,4/19/2020,Montana,30,433,10
2627,4/19/2020,Nebraska,31,1473,28
2628,4/19/2020,Nevada,32,3710,158
2629,4/19/2020,New Hampshire,33,1392,41
2630,4/19/2020,New Jersey,34,85301,4202
2631,4/19/2020,New Mexico,35,1845,55
2632,4/19/2020,New York,36,246741,17793
2633,4/19/2020,North Carolina,37,6493,183
2634,4/19/2020,North Dakota,38,585,10
2635,4/19/2020,Northern Mariana Islands,69,14,2
2636,4/19/2020,Ohio,39,11602,471
2637,4/19/2020,Oklahoma,40,2599,140
2638,4/19/2020,Oregon,41,1910,74
2639,4/19/2020,Pennsylvania,42,32992,1285
2640,4/19/2020,Puerto Rico,72,1213,41
2641,4/19/2020,Rhode Island,44,4706,150
2642,4/19/2020,South Carolina,45,4377,120
2643,4/19/2020,South Dakota,46,1635,7
2644,4/19/2020,Tennessee,47,6824,151
2645,4/19/2020,Texas,48,19441,503
2646,4/19/2020,Utah,49,3071,27
2647,4/19/2020,Vermont,50,812,36
2648,4/19/2020,Virgin Islands,78,53,3
2649,4/19/2020,Virginia,51,8536,277
2650,4/19/2020,Washington,53,11864,637
2651,4/19/2020,West Virginia,54,890,20
2652,4/19/2020,Wisconsin,55,4346,222
2653,4/19/2020,Wyoming,56,422,2
2654,4/20/2020,Alabama,1,5078,164
2655,4/20/2020,Alaska,2,319,7
2656,4/20/2020,Arizona,4,5064,191
2657,4/20/2020,Arkansas,5,1971,42
2658,4/20/2020,California,6,33862,1223
2659,4/20/2020,Colorado,8,10106,448
2660,4/20/2020,Connecticut,9,19815,1331
2661,4/20/2020,Delaware,10,2745,72
2662,4/20/2020,District of Columbia,11,2927,105
2663,4/20/2020,Florida,12,27050,822
2664,4/20/2020,Georgia,13,18447,767
2665,4/20/2020,Guam,66,811,6
2666,4/20/2020,Hawaii,15,578,10
2667,4/20/2020,Idaho,16,1736,48
2668,4/20/2020,Illinois,17,31508,1359
2669,4/20/2020,Indiana,18,11784,666
2670,4/20/2020,Iowa,19,3175,79
2671,4/20/2020,Kansas,20,2030,101
2672,4/20/2020,Kentucky,21,3050,155
2673,4/20/2020,Louisiana,22,24523,1328
2674,4/20/2020,Maine,23,875,35
2675,4/20/2020,Maryland,24,13750,582
2676,4/20/2020,Massachusetts,25,39643,1809
2677,4/20/2020,Michigan,26,31929,2466
2678,4/20/2020,Minnesota,27,2470,143
2679,4/20/2020,Mississippi,28,4512,169
2680,4/20/2020,Missouri,29,5807,201
2681,4/20/2020,Montana,30,433,12
2682,4/20/2020,Nebraska,31,1646,33
2683,4/20/2020,Nevada,32,3830,163
2684,4/20/2020,New Hampshire,33,1447,42
2685,4/20/2020,New Jersey,34,88806,4377
2686,4/20/2020,New Mexico,35,1971,58
2687,4/20/2020,New York,36,251608,18412
2688,4/20/2020,North Carolina,37,6764,187
2689,4/20/2020,North Dakota,38,627,13
2690,4/20/2020,Northern Mariana Islands,69,14,2
2691,4/20/2020,Ohio,39,12919,509
2692,4/20/2020,Oklahoma,40,2680,143
2693,4/20/2020,Oregon,41,1956,75
2694,4/20/2020,Pennsylvania,42,34005,1366
2695,4/20/2020,Puerto Rico,72,1252,42
2696,4/20/2020,Rhode Island,44,5090,155
2697,4/20/2020,South Carolina,45,4439,124
2698,4/20/2020,South Dakota,46,1685,7
2699,4/20/2020,Tennessee,47,6994,156
2700,4/20/2020,Texas,48,20035,523
2701,4/20/2020,Utah,49,3213,28
2702,4/20/2020,Vermont,50,816,37
2703,4/20/2020,Virgin Islands,78,54,3
2704,4/20/2020,Virginia,51,8989,300
2705,4/20/2020,Washington,53,12255,661
2706,4/20/2020,West Virginia,54,908,26
2707,4/20/2020,Wisconsin,55,4499,231
2708,4/20/2020,Wyoming,56,426,2
2709,4/21/2020,Alabama,1,5327,186
2710,4/21/2020,Alaska,2,327,7
2711,4/21/2020,Arizona,4,5251,213
2712,4/21/2020,Arkansas,5,2262,43
2713,4/21/2020,California,6,35844,1316
2714,4/21/2020,Colorado,8,10447,484
2715,4/21/2020,Connecticut,9,20360,1423
2716,4/21/2020,Delaware,10,2931,82
2717,4/21/2020,District of Columbia,11,3098,112
2718,4/21/2020,Florida,12,27861,866
2719,4/21/2020,Georgia,13,19189,810
2720,4/21/2020,Guam,66,852,6
2721,4/21/2020,Hawaii,15,580,12
2722,4/21/2020,Idaho,16,1766,51
2723,4/21/2020,Illinois,17,33059,1479
2724,4/21/2020,Indiana,18,12214,731
2725,4/21/2020,Iowa,19,3641,83
2726,4/21/2020,Kansas,20,2114,107
2727,4/21/2020,Kentucky,21,3193,172
2728,4/21/2020,Louisiana,22,24854,1405
2729,4/21/2020,Maine,23,888,36
2730,4/21/2020,Maryland,24,14261,652
2731,4/21/2020,Massachusetts,25,41199,1961
2732,4/21/2020,Michigan,26,32936,2698
2733,4/21/2020,Minnesota,27,2567,160
2734,4/21/2020,Mississippi,28,4716,183
2735,4/21/2020,Missouri,29,5941,221
2736,4/21/2020,Montana,30,437,12
2737,4/21/2020,Nebraska,31,1726,38
2738,4/21/2020,Nevada,32,3937,163
2739,4/21/2020,New Hampshire,33,1491,42
2740,4/21/2020,New Jersey,34,92387,4753
2741,4/21/2020,New Mexico,35,2072,65
2742,4/21/2020,New York,36,255932,19040
2743,4/21/2020,North Carolina,37,6951,217
2744,4/21/2020,North Dakota,38,644,13
2745,4/21/2020,Northern Mariana Islands,69,14,2
2746,4/21/2020,Ohio,39,13725,557
2747,4/21/2020,Oklahoma,40,2807,164
2748,4/21/2020,Oregon,41,2002,78
2749,4/21/2020,Pennsylvania,42,35384,1620
2750,4/21/2020,Puerto Rico,72,915,43
2751,4/21/2020,Rhode Island,44,5500,171
2752,4/21/2020,South Carolina,45,4608,135
2753,4/21/2020,South Dakota,46,1755,8
2754,4/21/2020,Tennessee,47,7317,159
2755,4/21/2020,Texas,48,20949,552
2756,4/21/2020,Utah,49,3301,32
2757,4/21/2020,Vermont,50,818,39
2758,4/21/2020,Virgin Islands,78,54,3
2759,4/21/2020,Virginia,51,9629,325
2760,4/21/2020,Washington,53,12410,683
2761,4/21/2020,West Virginia,54,929,26
2762,4/21/2020,Wisconsin,55,4620,243
2763,4/21/2020,Wyoming,56,442,6
2764,4/22/2020,Alabama,1,5610,201
2765,4/22/2020,Alaska,2,333,7
2766,4/22/2020,Arizona,4,5459,236
2767,4/22/2020,Arkansas,5,2392,44
2768,4/22/2020,California,6,37573,1425
2769,4/22/2020,Colorado,8,10878,526
2770,4/22/2020,Connecticut,9,22469,1544
2771,4/22/2020,Delaware,10,3200,89
2772,4/22/2020,District of Columbia,11,3206,127
2773,4/22/2020,Florida,12,28301,926
2774,4/22/2020,Georgia,13,20099,837
2775,4/22/2020,Guam,66,911,6
2776,4/22/2020,Hawaii,15,586,12
2777,4/22/2020,Idaho,16,1802,54
2778,4/22/2020,Illinois,17,35108,1577
2779,4/22/2020,Indiana,18,12575,764
2780,4/22/2020,Iowa,19,3764,90
2781,4/22/2020,Kansas,20,2291,111
2782,4/22/2020,Kentucky,21,3373,185
2783,4/22/2020,Louisiana,22,25317,1532
2784,4/22/2020,Maine,23,907,39
2785,4/22/2020,Maryland,24,14842,698
2786,4/22/2020,Massachusetts,25,42944,2182
2787,4/22/2020,Michigan,26,33973,2813
2788,4/22/2020,Minnesota,27,2721,179
2789,4/22/2020,Mississippi,28,4894,193
2790,4/22/2020,Missouri,29,6137,236
2791,4/22/2020,Montana,30,439,14
2792,4/22/2020,Nebraska,31,1826,42
2793,4/22/2020,Nevada,32,4081,187
2794,4/22/2020,New Hampshire,33,1588,48
2795,4/22/2020,New Jersey,34,95865,5063
2796,4/22/2020,New Mexico,35,2210,71
2797,4/22/2020,New York,36,261591,19647
2798,4/22/2020,North Carolina,37,7220,242
2799,4/22/2020,North Dakota,38,679,14
2800,4/22/2020,Northern Mariana Islands,69,14,2
2801,4/22/2020,Ohio,39,14117,610
2802,4/22/2020,Oklahoma,40,2894,169
2803,4/22/2020,Oregon,41,2059,78
2804,4/22/2020,Pennsylvania,42,36763,1720
2805,4/22/2020,Puerto Rico,72,915,46
2806,4/22/2020,Rhode Island,44,5841,181
2807,4/22/2020,South Carolina,45,4761,140
2808,4/22/2020,South Dakota,46,1858,9
2809,4/22/2020,Tennessee,47,7681,169
2810,4/22/2020,Texas,48,21769,571
2811,4/22/2020,Utah,49,3451,34
2812,4/22/2020,Vermont,50,823,39
2813,4/22/2020,Virgin Islands,78,54,3
2814,4/22/2020,Virginia,51,10265,349
2815,4/22/2020,Washington,53,12606,696
2816,4/22/2020,West Virginia,54,939,29
2817,4/22/2020,Wisconsin,55,4845,247
2818,4/22/2020,Wyoming,56,447,6
2819,4/23/2020,Alabama,1,5832,197
2820,4/23/2020,Alaska,2,335,7
2821,4/23/2020,Arizona,4,5769,257
2822,4/23/2020,Arkansas,5,2599,45
2823,4/23/2020,California,6,39534,1548
2824,4/23/2020,Colorado,8,11262,557
2825,4/23/2020,Connecticut,9,23100,1639
2826,4/23/2020,Delaware,10,3308,92
2827,4/23/2020,District of Columbia,11,3361,139
2828,4/23/2020,Florida,12,29640,986
2829,4/23/2020,Georgia,13,20905,871
2830,4/23/2020,Guam,66,979,6
2831,4/23/2020,Hawaii,15,590,12
2832,4/23/2020,Idaho,16,1836,54
2833,4/23/2020,Illinois,17,36935,1696
2834,4/23/2020,Indiana,18,13196,811
2835,4/23/2020,Iowa,19,3939,96
2836,4/23/2020,Kansas,20,2626,112
2837,4/23/2020,Kentucky,21,3548,194
2838,4/23/2020,Louisiana,22,25798,1599
2839,4/23/2020,Maine,23,937,44
2840,4/23/2020,Maryland,24,15805,748
2841,4/23/2020,Massachusetts,25,46023,2360
2842,4/23/2020,Michigan,26,35253,2977
2843,4/23/2020,Minnesota,27,2942,200
2844,4/23/2020,Mississippi,28,5153,201
2845,4/23/2020,Missouri,29,6321,248
2846,4/23/2020,Montana,30,442,14
2847,4/23/2020,Nebraska,31,2190,46
2848,4/23/2020,Nevada,32,4208,195
2849,4/23/2020,New Hampshire,33,1670,51
2850,4/23/2020,New Jersey,34,99989,5368
2851,4/23/2020,New Mexico,35,2379,78
2852,4/23/2020,New York,36,267932,20212
2853,4/23/2020,North Carolina,37,7608,253
2854,4/23/2020,North Dakota,38,709,15
2855,4/23/2020,Northern Mariana Islands,69,14,2
2856,4/23/2020,Ohio,39,14694,656
2857,4/23/2020,Oklahoma,40,3017,179
2858,4/23/2020,Oregon,41,2127,83
2859,4/23/2020,Pennsylvania,42,38334,1723
2860,4/23/2020,Puerto Rico,72,1230,69
2861,4/23/2020,Rhode Island,44,6256,189
2862,4/23/2020,South Carolina,45,4917,150
2863,4/23/2020,South Dakota,46,1956,9
2864,4/23/2020,Tennessee,47,8169,172
2865,4/23/2020,Texas,48,22706,601
2866,4/23/2020,Utah,49,3621,35
2867,4/23/2020,Vermont,50,825,42
2868,4/23/2020,Virgin Islands,78,54,3
2869,4/23/2020,Virginia,51,10999,375
2870,4/23/2020,Washington,53,12981,717
2871,4/23/2020,West Virginia,54,981,31
2872,4/23/2020,Wisconsin,55,5052,257
2873,4/23/2020,Wyoming,56,453,7
2874,4/24/2020,Alabama,1,6026,209
2875,4/24/2020,Alaska,2,337,7
2876,4/24/2020,Arizona,4,6045,268
2877,4/24/2020,Arkansas,5,2810,47
2878,4/24/2020,California,6,41368,1619
2879,4/24/2020,Colorado,8,12255,672
2880,4/24/2020,Connecticut,9,23921,1764
2881,4/24/2020,Delaware,10,3442,100
2882,4/24/2020,District of Columbia,11,3528,153
2883,4/24/2020,Florida,12,30525,1045
2884,4/24/2020,Georgia,13,21575,889
2885,4/24/2020,Guam,66,997,6
2886,4/24/2020,Hawaii,15,595,13
2887,4/24/2020,Idaho,16,1870,54
2888,4/24/2020,Illinois,17,39658,1804
2889,4/24/2020,Indiana,18,13848,851
2890,4/24/2020,Iowa,19,4459,107
2891,4/24/2020,Kansas,20,2842,117
2892,4/24/2020,Kentucky,21,3779,203
2893,4/24/2020,Louisiana,22,26199,1660
2894,4/24/2020,Maine,23,965,47
2895,4/24/2020,Maryland,24,16693,798
2896,4/24/2020,Massachusetts,25,50969,2556
2897,4/24/2020,Michigan,26,36628,3084
2898,4/24/2020,Minnesota,27,3185,221
2899,4/24/2020,Mississippi,28,5434,209
2900,4/24/2020,Missouri,29,6625,267
2901,4/24/2020,Montana,30,444,14
2902,4/24/2020,Nebraska,31,2474,50
2903,4/24/2020,Nevada,32,4398,203
2904,4/24/2020,New Hampshire,33,1720,53
2905,4/24/2020,New Jersey,34,102196,5617
2906,4/24/2020,New Mexico,35,2524,84
2907,4/24/2020,New York,36,276218,20759
2908,4/24/2020,North Carolina,37,8052,270
2909,4/24/2020,North Dakota,38,748,15
2910,4/24/2020,Northern Mariana Islands,69,14,2
2911,4/24/2020,Ohio,39,15169,690
2912,4/24/2020,Oklahoma,40,3120,188
2913,4/24/2020,Oregon,41,2177,86
2914,4/24/2020,Pennsylvania,42,40298,1786
2915,4/24/2020,Puerto Rico,72,1276,77
2916,4/24/2020,Rhode Island,44,6699,202
2917,4/24/2020,South Carolina,45,5070,157
2918,4/24/2020,South Dakota,46,2040,10
2919,4/24/2020,Tennessee,47,8618,172
2920,4/24/2020,Texas,48,23650,625
